RSH #,RSH Lesson,SH,RSH Keyword,RTH Read,TH Read
0547,RSH1-L21,困,trapped,kùn,kùn
0548,RSH1-L21,固,solid,gù,gù
0549,RSH1-L21,国,country,guó,guó
0550,RSH1-L21,圆,round,yuán,yuán
0551,RSH1-L21,因,cause,yīn,yīn
0552,RSH1-L21,烟,smoke,yān,yān
0553,RSH1-L21,园,park,yuán,yuán
0554,RSH1-L21,回,return,huí,huí
0555,RSH1-L21,图,picture,tú,tú
0556,RSH1-L21,广,extensive,guǎng,guǎng
0557,RSH1-L21,店,store,diàn,diàn
0558,RSH1-L21,库,warehouse,kù,kù
0559,RSH1-L21,裤,trousers,kù,kù
0560,RSH1-L21,床,bed,chuáng,chuáng
0561,RSH1-L21,麻,hemp,má,má|mā
0562,RSH1-L21,庄,hamlet,zhuāng,zhuāng
0563,RSH1-L21,心,heart,xīn,xīn
0564,RSH1-L21,忘,forget,wàng,wàng
0565,RSH1-L21,忍,endure,rěn,rěn
0566,RSH1-L21,总,general,zǒng,zǒng
0567,RSH1-L21,态,attitude,tài,tài
0568,RSH1-L21,志,aspiration,zhì,zhì
0569,RSH1-L21,思,consider,sī,sī|sāi
0570,RSH1-L21,恩,kindness,ēn,ēn
0571,RSH1-L21,愿,wish,yuàn,yuàn
0572,RSH1-L21,意,idea,yì,yì
0573,RSH1-L21,想,think,xiǎng,xiǎng
0574,RSH1-L21,息,breath,xī,xī
0575,RSH1-L21,恐,fear,kǒng,kǒng
0576,RSH1-L21,感,feel,gǎn,gǎn
0577,RSH1-L21,憾,regret,hàn,hàn
0578,RSH1-L21,忧,worried,yōu,yōu
0579,RSH1-L21,惊,startled,jīng,jīng
0580,RSH1-L21,怕,dread,pà,pà
0581,RSH1-L21,忙,busy,máng,máng
0582,RSH1-L21,惯,accustomed to,guàn,guàn
0583,RSH1-L21,必,certainly,bì,bì
0584,RSH1-L22,手,hand,shǒu,shǒu
0585,RSH1-L22,看,look at,kàn,kàn|kān
0586,RSH1-L22,摩,rub,mó,mó|mā
0587,RSH1-L22,拿,hold,ná,ná
0588,RSH1-L22,我,I,wǒ,wǒ
0589,RSH1-L22,抱,embrace,bào,bào
0590,RSH1-L22,抗,combat,kàng,kàng
0591,RSH1-L22,批,criticize,pī,pī
0592,RSH1-L22,招,beckon,zhāo,zhāo
0593,RSH1-L22,打,strike,dǎ,dǎ|dá
0594,RSH1-L22,指,finger,zhǐ,zhǐ
0595,RSH1-L22,持,support,chí,chí
0596,RSH1-L22,担,assume,dàn,dān|dàn
0597,RSH1-L22,括,include,kuò,kuò|guā
0598,RSH1-L22,提,bring up,tí,tí|dī
0599,RSH1-L22,挥,brandish,huī,huī
0600,RSH1-L22,推,push,tuī,tuī
0601,RSH1-L22,搅,stir,jiǎo,jiǎo
0602,RSH1-L22,执,clench,zhí,zhí
0603,RSH1-L22,热,heat,rè,rè
0604,RSH1-L22,接,welcome,jiē,jiē
0605,RSH1-L22,挂,hang,guà,guà
0606,RSH1-L22,按,press down on,àn,àn
0607,RSH1-L22,掉,drop,diào,diào
0608,RSH1-L22,拉,pull,lā,lā|lá|lǎ|là
0609,RSH1-L22,啦,!!,la,la|lā|lá
0610,RSH1-L22,找,look for,zhǎo,zhǎo
0611,RSH1-L22,无,nothing,wú,wú|mó
0612,RSH1-L22,抚,comfort,fǔ,fǔ
0613,RSH1-L22,开,open,kāi,kāi
0614,RSH1-L22,研,grind away,yán,yán
0615,RSH1-L22,弄,play with,nòng,nòng|lòng
0616,RSH1-L22,异,different,yì,yì
0617,RSH1-L22,鼻,nose,bí,bí
0618,RSH1-L22,刑,punishment,xíng,xíng
0619,RSH1-L22,型,mold,xíng,xíng
0620,RSH1-L22,才,genius,cái,cái
0621,RSH1-L22,财,riches,cái,cái
0622,RSH1-L22,团,troupe,tuán,tuán
0623,RSH1-L22,存,deposit,cún,cún
0624,RSH1-L22,在,at,zài,zài
0625,RSH1-L22,乃,only then,nǎi,nǎi
0626,RSH1-L22,奶,milk,nǎi,nǎi
0627,RSH1-L22,及,catch up with,jí,jí
0628,RSH1-L22,吸,inhale,xī,xī
0629,RSH1-L22,极,extreme,jí,jí
0630,RSH1-L22,史,history,shǐ,shǐ
0631,RSH1-L22,更,even more,gèng,gèng|gēng
0632,RSH1-L22,硬,hard,yìng,yìng
0633,RSH1-L22,又,again,yòu,yòu
0634,RSH1-L22,圣,holy,shèng,shèng
0635,RSH1-L22,友,friend,yǒu,yǒu
0636,RSH1-L22,双,pair,shuāng,shuāng
0637,RSH1-L22,汉,Han,hàn,Hàn|hàn
0638,RSH1-L22,戏,frolic,xì,xì
0639,RSH1-L22,观,observe,guān,guān|guàn
0640,RSH1-L22,欢,joyous,huān,huān
0641,RSH1-L22,怪,peculiar,guài,guài
0642,RSH1-L22,对,that's right,duì,duì
0643,RSH1-L22,树,timber,shù,shù
0644,RSH1-L22,难,difficult,nán,nán|nàn
0645,RSH1-L22,摊,vendor's stand,tān,tān
0646,RSH1-L22,投,throw,tóu,tóu
0647,RSH1-L22,没,not have,méi,méi|mò
0648,RSH1-L22,设,establish,shè,shè
0649,RSH1-L22,股,thigh,gǔ,gǔ
0650,RSH1-L22,支,offshoot,zhī,zhī
0651,RSH1-L22,技,skill,jì,jì
0652,RSH1-L22,枝,branch,zhī,zhī|qí
0653,RSH1-L22,叔,uncle,shū,shū
0654,RSH1-L22,督,superintend,dū,dū
0655,RSH1-L22,寂,lonely,jì,jì
0656,RSH1-L22,反,against,fǎn,fǎn|bǎn
0657,RSH1-L22,板,plank,bǎn,bǎn
0658,RSH1-L22,返,go back,fǎn,fǎn
0659,RSH1-L22,后,behind,hòu,hòu
0660,RSH1-L22,质,quality,zhì,zhì
0661,RSH1-L22,派,faction,pài,pài|pā
0662,RSH1-L22,乐,music,yuè,lè|yuè
0663,RSH1-L22,爪,claw,zhǎo,zhuǎ|zhǎo
0664,RSH1-L22,抓,grab,zhuā,zhuā
0665,RSH1-L22,采,pick,cǎi,cǎi
0666,RSH1-L22,菜,vegetable,cài,cài
0667,RSH1-L22,受,accept,shòu,shòu
0668,RSH1-L22,授,confer,shòu,shòu
0669,RSH1-L22,爱,love,ài,ài
0670,RSH1-L22,么,(suffix),me,me|má|mó
0671,RSH1-L22,雄,grand,xióng,xióng
0672,RSH1-L22,台,platform,tái,tái|tāi
0673,RSH1-L22,治,govern,zhì,zhì
0674,RSH1-L22,始,commence,shǐ,shǐ
0675,RSH1-L22,去,go,qù,qù
0676,RSH1-L22,法,method,fǎ,fǎ
0677,RSH1-L22,会,meeting,huì,huì|huǐ|kuài
0678,RSH1-L22,至,until,zhì,zhì
0679,RSH1-L22,室,room,shì,shì
0680,RSH1-L22,到,arrive,dào,dào
0681,RSH1-L22,互,mutual,hù,hù
0682,RSH1-L22,充,sufficient,chōng,chōng
0683,RSH1-L22,育,education,yù,yù|yō
0684,RSH1-L22,流,flow,liú,liú
0685,RSH1-L22,梳,comb,shū,shū
0686,RSH1-L22,购,purchase,gòu,gòu
0687,RSH1-L22,构,frame,gòu,gòu
0688,RSH1-L23,山,mountain,shān,shān
0689,RSH1-L23,出,exit,chū,chū
0690,RSH1-L23,础,foundation,chǔ,chǔ
0691,RSH1-L23,岁,years of age,suì,suì
0692,RSH1-L23,密,secret,mì,mì
0693,RSH1-L23,入,enter,rù,rù
0694,RSH1-L23,分,part,fēn,fēn|fèn
0695,RSH1-L23,贫,impoverished,pín,pín
0696,RSH1-L23,公,public,gōng,gōng
0697,RSH1-L23,松,pine tree,sōng,sōng
0698,RSH1-L23,谷,valley,gǔ,gǔ|yù
0699,RSH1-L23,浴,bathe,yù,yù
0700,RSH1-L23,欲,desire,yù,yù
0701,RSH1-L23,容,contain,róng,róng
0702,RSH1-L23,溶,dissolve,róng,róng
0703,RSH1-L24,赏,prize,shǎng,shǎng
0704,RSH1-L24,党,political party,dǎng,dǎng
0705,RSH1-L24,常,often,cháng,cháng
0706,RSH1-L24,堂,main room,táng,táng|tāng
0707,RSH1-L24,皮,covering,pí,pí
0708,RSH1-L24,波,waves,bō,bō
0709,RSH1-L24,婆,old woman,pó,pó
0710,RSH1-L24,破,break,pò,pò
0711,RSH1-L24,被,quilt,bèi,bèi|pī
0712,RSH1-L24,歹,malicious,dǎi,dǎi
0713,RSH1-L24,列,line up,liè,liè
0714,RSH1-L24,烈,intense,liè,liè
0715,RSH1-L24,死,death,sǐ,sǐ
0716,RSH1-L24,葬,inter,zàng,zàng
0717,RSH1-L24,耳,ear,ěr,ěr
0718,RSH1-L24,取,take,qǔ,qǔ
0719,RSH1-L24,趣,interest,qù,qù
0720,RSH1-L24,最,most,zuì,zuì
0721,RSH1-L24,职,job,zhí,zhí
0722,RSH1-L24,敢,brave,gǎn,gǎn
0723,RSH1-L24,曼,drawn out,màn,màn
0724,RSH1-L24,慢,slow,màn,màn
0725,RSH1-L24,漫,overflow,màn,màn
0726,RSH1-L24,夫,husband,fū,fū|fú
0727,RSH1-L24,规,regulations,guī,guī
0728,RSH1-L24,替,replace,tì,tì
0729,RSH1-L24,失,lose,shī,shī
0730,RSH1-L24,铁,iron,tiě,tiě
0731,RSH1-L24,臣,feudal official,chén,chén
0732,RSH1-L24,力,power,lì,lì
0733,RSH1-L24,边,border,biān,biān
0734,RSH1-L24,势,force,shì,shì
0735,RSH1-L24,动,move,dòng,dòng
0736,RSH1-L24,励,encourage,lì,lì
0737,,历,experience,lì,lì
0738,RSH1-L24,另,another,lìng,lìng
0739,RSH1-L24,别,don't,bié,bié|biè
0740,RSH1-L24,拐,turn,guǎi,guǎi
0741,RSH1-L24,男,male,nán,nán
0742,RSH1-L24,功,achievement,gōng,gōng
0743,RSH1-L24,办,manage,bàn,bàn
0744,RSH1-L24,协,cooperate,xié,xié
0745,RSH1-L24,苏,revive,sū,Sū
0746,RSH1-L24,为,act,wèi,wèi|wéi
0747,RSH1-L24,奴,slave,nú,nú
0748,RSH1-L24,努,toil,nǔ,nǔ
0749,RSH1-L24,加,add,jiā,jiā
0750,RSH1-L24,贺,congratulate,hè,hè
0751,RSH1-L24,架,shelf,jià,jià
0752,RSH1-L24,务,tasks,wù,wù
0753,RSH1-L24,雾,fog,wù,wù
0754,RSH1-L24,行,line of business,háng,xíng|háng|hàng|heng
0755,RSH1-L24,律,law,lǜ,lǜ
0756,RSH1-L24,得,must,děi,de|děi|dé
0757,RSH1-L24,待,treat,dài,dài|dāi
0758,RSH1-L24,往,toward,wǎng,wǎng
0759,RSH1-L24,德,morality,dé,dé
0760,RSH1-L24,微,tiny,wēi,wēi
0761,RSH1-L24,街,street,jiē,jiē
0762,RSH1-L25,禾,standing grain,hé,hé
0763,RSH1-L25,程,journey,chéng,chéng
0764,RSH1-L25,和,harmony,hé,hé
0765,RSH1-L25,积,accumulate,jī,jī
0766,RSH1-L25,种,species,zhǒng,zhǒng|zhòng
0767,RSH1-L25,移,shift,yí,yí
0768,RSH1-L25,秋,autumn,qiū,qiū
0769,RSH1-L25,愁,gloomy,chóu,chóu
0770,RSH1-L25,揪,hold tight,jiū,jiū
0771,RSH1-L25,利,profit,lì,lì
0772,RSH1-L25,香,perfume,xiāng,xiāng
0773,RSH1-L25,季,seasons,jì,jì
0774,RSH1-L25,委,committee,wěi,wěi|wēi
0775,RSH1-L25,秀,elegant,xiù,xiù
0776,RSH1-L25,透,penetrate,tòu,tòu
0777,RSH1-L25,诱,entice,yòu,yòu
0778,RSH1-L25,米,rice,mǐ,mǐ
0779,RSH1-L25,粉,powder,fěn,fěn
0780,RSH1-L25,迷,lost,mí,mí
0781,RSH1-L25,谜,riddle,mí,mí|mèi
0782,RSH1-L25,类,kind,lèi,lèi
0783,RSH1-L25,来,come,lái,lái
0784,RSH1-L25,数,number,shù,shù|shǔ|shuò
0785,RSH1-L25,楼,multistory building,lóu,lóu
0786,RSH1-L25,竹,bamboo,zhú,zhú
0787,RSH1-L25,笑,laugh,xiào,xiào
0788,RSH1-L25,箱,box,xiāng,xiāng
0789,RSH1-L25,等,etc.,děng,děng
0790,RSH1-L25,算,calculate,suàn,suàn
0791,RSH1-L25,答,answer,dá,dá|dā
0792,RSH1-L25,策,strategy,cè,cè
0793,RSH1-L26,人,person,rén,rén
0794,RSH1-L26,认,recognize,rèn,rèn
0795,RSH1-L26,价,price,jià,jià|jie
0796,RSH1-L26,份,portion,fèn,fèn
0797,RSH1-L26,伪,bogus,wěi,wěi
0798,RSH1-L26,尔,you (literary),ěr,ěr
0799,RSH1-L26,你,you,nǐ,nǐ
0800,RSH1-L26,您,you (respectful),nín,nín
0801,RSH1-L26,称,weigh,chēng,chēng|chèn
0802,RSH1-L26,什,what?,shén,shén|shí
0803,RSH1-L26,值,value,zhí,zhí
0804,RSH1-L26,做,make,zuò,zuò
0805,RSH1-L26,但,however,dàn,dàn
0806,RSH1-L26,住,dwell,zhù,zhù
0807,RSH1-L26,位,position,wèi,wèi
0808,RSH1-L26,件,piece,jiàn,jiàn
0809,RSH1-L26,仍,still,réng,réng
0810,RSH1-L26,他,he,tā,tā
0811,RSH1-L26,仅,merely,jǐn,jǐn
0812,RSH1-L26,休,rest,xiū,xiū
0813,RSH1-L26,体,body,tǐ,tǐ|tī
0814,RSH1-L26,信,faith,xìn,xìn
0815,RSH1-L26,依,depend on,yī,yī
0816,RSH1-L26,例,example,lì,lì
0817,RSH1-L26,健,healthy,jiàn,jiàn
0818,RSH1-L26,停,halt,tíng,tíng
0819,RSH1-L26,倒,upside down,dǎo,dào|dǎo|dáo
0820,RSH1-L26,仁,benevolence,rén,rén
0821,RSH1-L26,优,excellent,yōu,yōu
0822,RSH1-L26,伤,wound,shāng,shāng
0823,RSH1-L26,保,safeguard,bǎo,bǎo
0824,RSH1-L26,堡,fort,bǎo,bǎo|pù|bǔ
0825,RSH1-L26,付,pay,fù,fù
0826,RSH1-L26,府,government office,fǔ,fǔ
0827,RSH1-L26,俯,bow one's head,fǔ,fǔ
0828,RSH1-L26,代,substitute for,dài,dài
0829,RSH1-L26,袋,bag,dài,dài
0830,RSH1-L26,化,transform,huà,huà|huā
0831,RSH1-L26,华,splendor,huá,huá|Huà
0832,RSH1-L26,哗,clamor,huá,huā|huá
0833,RSH1-L26,花,flower,huā,huā
0834,RSH1-L26,货,commodities,huò,huò
0835,RSH1-L26,何,whatwhichwhowherewhy?,hé,hé
0836,RSH1-L26,便,convenient,biàn,biàn|pián
0837,RSH1-L26,丈,100 Chinese inches,zhàng,zhàng
0838,RSH1-L26,使,use,shǐ,shǐ
0839,RSH1-L26,久,long time,jiǔ,jiǔ
0840,RSH1-L26,内,internal,nèi,nèi
0841,RSH1-L26,呐,holler,nà,na|nà
0842,RSH1-L26,丙,third,bǐng,bǐng
0843,RSH1-L26,柄,handle,bǐng,bǐng
0844,RSH1-L26,肉,meat,ròu,ròu
0845,RSH1-L26,腐,rotten,fǔ,fǔ
0846,RSH1-L26,从,follow,cóng,cóng|zòng|cōng
0847,RSH1-L26,众,multitude,zhòng,zhòng
0848,RSH1-L26,坐,sit,zuò,zuò
0849,RSH1-L26,座,seat,zuò,zuò
0850,RSH1-L26,巫,witch,wū,wū
0851,RSH1-L26,喝,drink,hē,hē|hè
0852,RSH1-L26,渴,thirsty,kě,kě
0853,RSH1-L27,任,appoint,rèn,rèn|Rén
0854,RSH1-L27,廷,royal court,tíng,tíng
0855,RSH1-L27,庭,court of law,tíng,tíng
0856,RSH1-L27,头,head,tóu,tóu|tou
0857,RSH1-L27,实,reality,shí,shí|shī
0858,RSH1-L27,买,buy,mǎi,mǎi
0859,RSH1-L27,卖,sell,mài,mài
0860,RSH1-L27,读,read,dú,dú|dòu
0861,RSH1-L27,以,by means of,yǐ,yǐ
0862,RSH1-L27,似,similar,sì,sì|shì
0863,RSH1-L27,并,combine,bìng,bìng
0864,RSH1-L27,拼,piece together,pīn,pīn
0865,RSH1-L27,吕,spine,lǚ,Lǚ
0866,RSH1-L27,侣,associate,lǚ,lǚ
0867,RSH1-L27,荣,glory,róng,róng
0868,RSH1-L27,劳,labor,láo,láo|lào
0869,RSH1-L27,营,camp,yíng,yíng
0870,RSH1-L27,善,virtuous,shàn,shàn
0871,RSH1-L27,年,year,nián,nián
0872,RSH1-L27,夜,night,yè,yè
0873,RSH1-L27,液,liquid,yè,yè
0874,RSH1-L28,旅,travel,lǚ,lǚ
0875,RSH1-L28,施,execute,shī,shī
0876,RSH1-L28,游,go swimming,yóu,yóu
0877,RSH1-L28,勿,not,wù,wù
0878,RSH1-L28,忽,suddenly,hū,hū
0879,RSH1-L28,物,thing,wù,wù
0880,RSH1-L28,易,easy,yì,yì
0881,RSH1-L28,赐,grant,cì,cì
0882,RSH1-L28,尸,corpse,shī,shī
0883,RSH1-L28,尼,nun,ní,ní
0884,RSH1-L28,呢,woolen cloth,ní,ne|ní
0885,RSH1-L28,泥,mud,ní,ní|nì
0886,RSH1-L28,屋,habitation,wū,wū
0887,RSH1-L28,握,grip,wò,wò
0888,RSH1-L28,居,reside,jū,jū
0889,RSH1-L28,锯,saw,jù,jù|jū
0890,RSH1-L28,剧,drama,jù,jù
0891,RSH1-L28,据,certificate,jù,jù|jū
0892,RSH1-L28,层,story,céng,céng
0893,RSH1-L28,局,bureau,jú,jú
0894,RSH1-L28,尺,ruler,chǐ,chǐ|chě
0895,RSH1-L28,尽,exhausted,jìn,jìn
0896,RSH1-L28,户,door,hù,hù
0897,RSH1-L28,房,domicile,fáng,fáng
0898,RSH1-L28,雇,hire,gù,gù
0899,RSH1-L28,护,protect,hù,hù
0900,RSH1-L29,示,show,shì,shì
0901,RSH1-L29,社,society,shè,shè
0902,RSH1-L29,礼,ceremony,lǐ,lǐ
0903,RSH1-L29,视,inspect,shì,shì
0904,RSH1-L29,福,happiness,fú,fú
0905,RSH1-L29,标,mark,biāo,biāo
0906,RSH1-L29,禁,prohibit,jìn,jìn|jīn
0907,RSH1-L29,襟,front of a garment,jīn,jīn
0908,RSH1-L29,宗,religion,zōng,zōng
0909,RSH1-L29,崇,worship,chóng,chóng
0910,RSH1-L29,祭,offer sacrifice,jì,jì
0911,RSH1-L29,察,scrutinize,chá,chá
0912,RSH1-L29,擦,scrub,cā,cā
0913,RSH1-L29,由,wherefore,yóu,yóu
0914,RSH1-L29,抽,take out,chōu,chōu
0915,RSH1-L29,油,oil,yóu,yóu
0916,RSH1-L29,甲,first,jiǎ,jiǎ
0917,RSH1-L29,押,pawn,yā,yā
0918,RSH1-L29,申,express,shēn,shēn
0919,RSH1-L29,伸,extend,shēn,shēn
0920,RSH1-L29,神,gods,shén,shén
0921,RSH1-L29,果,fruit,guǒ,guǒ
0922,RSH1-L29,课,lesson,kè,kè
0923,RSH1-L29,颗,granule,kē,kē
0924,RSH1-L30,斤,catty,jīn,jīn
0925,RSH1-L30,听,listen,tīng,tīng
0926,RSH1-L30,所,place,suǒ,suǒ
0927,RSH1-L30,近,near,jìn,jìn
0928,RSH1-L30,斩,hew,zhǎn,zhǎn
0929,RSH1-L30,暂,temporary,zàn,zàn
0930,RSH1-L30,渐,gradually,jiàn,jiàn|jiān
0931,RSH1-L30,断,sever,duàn,duàn
0932,RSH1-L30,折,discount,zhé,zhé|zhē|shé
0933,RSH1-L30,哲,philosopher,zhé,zhé
0934,RSH1-L30,逝,pass away,shì,shì
0935,RSH1-L30,斥,reprimand,chì,chì
0936,RSH1-L30,诉,accuse,sù,sù
0937,RSH1-L30,乍,for the first time,zhà,zhà
0938,RSH1-L30,怎,how?,zěn,zěn
0939,RSH1-L30,昨,yesterday,zuó,zuó
0940,RSH1-L30,作,do,zuò,zuò|zuō|zuó
0941,RSH1-L30,雪,snow,xuě,xuě
0942,RSH1-L30,灵,spirit,líng,líng
0943,RSH1-L30,妇,married woman,fù,fù
0944,RSH1-L30,扫,sweep,sǎo,sǎo|sào
0945,RSH1-L30,寻,seek,xún,xún|xín
0946,RSH1-L30,急,anxious,jí,jí
0947,RSH1-L30,当,work as,dāng,dāng|dàng|dǎng
0948,RSH1-L30,档,files,dàng,dàng|dǎng
0949,RSH1-L30,录,record,lù,lù
0950,RSH1-L30,碌,commonplace,lù,lù|liù|lū
0951,RSH1-L30,争,contend,zhēng,zhēng
0952,RSH1-L30,净,clean,jìng,jìng
0953,RSH1-L30,事,matter,shì,shì
0954,RSH1-L30,唐,Tang,táng,táng
0955,RSH1-L30,糖,sugar,táng,táng
0956,RSH1-L30,康,hale,kāng,kāng
0957,RSH1-L30,尹,overseer,yǐn,yǐn
0958,RSH1-L30,伊,Queen Elizabeth,yī,yī
0959,RSH1-L30,君,monarch,jūn,jūn
0960,RSH1-L30,裙,skirt,qún,qún
0961,RSH1-L30,群,crowd,qún,qún
0962,RSH1-L30,而,and,ér,ér
0963,RSH1-L30,需,need,xū,xū
0964,RSH1-L30,儒,Confucian,rú,rú
0965,RSH1-L30,瑞,auspicious,ruì,ruì
0966,RSH1-L30,端,upright,duān,duān
0967,RSH1-L30,曲,bent,qū,qǔ|qū
0968,RSH1-L30,斗,big dipper,dǒu,dòu|dǒu
0969,RSH1-L30,料,material,liào,liào
0970,RSH1-L30,科,academic discipline,kē,kē
0971,RSH1-L30,用,utilize,yòng,yòng
0972,RSH1-L30,确,reliable,què,què
0973,RSH1-L31,昔,times past,xī,xī
0974,RSH1-L31,借,borrow,jiè,jiè
0975,RSH1-L31,错,mistaken,cuò,cuò
0976,RSH1-L31,散,scattered,sǎn,sàn|sǎn
0977,RSH1-L31,撒,scatter,sǎ,sā|sǎ
0978,RSH1-L31,廿,twenty,niàn,niàn
0979,RSH1-L31,席,mat,xí,xí
0980,RSH1-L31,度,degrees,dù,dù|duó
0981,RSH1-L31,渡,ferry,dù,dù
0982,RSH1-L31,半,half,bàn,bàn
0983,RSH1-L31,伴,partner,bàn,bàn
0984,RSH1-L31,胖,fat,pàng,pàng|pán
0985,RSH1-L31,判,judge,pàn,pàn
0986,RSH1-L31,眷,dependents,juàn,juàn
0987,RSH1-L31,拳,boxing,quán,quán
0988,RSH1-L31,片,slice,piàn,piàn|piān
0989,RSH1-L31,版,printing plate,bǎn,bǎn
0990,RSH1-L31,之,of,zhī,zhī
0991,RSH1-L31,乏,weary,fá,fá
0992,RSH1-L31,眨,blink,zhǎ,zhǎ
0993,RSH1-L31,不,no,bù,bù|bu
0994,RSH1-L31,否,negate,fǒu,fǒu|pǐ
0995,RSH1-L31,坏,bad,huài,huài
0996,RSH1-L31,环,ring,huán,huán
0997,RSH1-L31,杯,cup,bēi,bēi
0998,RSH1-L31,还,give back,huán,hái|huán
0999,RSH1-L31,怀,cherish,huái,huái
1000,RSH1-L32,矢,dart,shǐ,shǐ
1001,RSH1-L32,族,tribe,zú,zú
1002,RSH1-L32,知,know,zhī,zhī|zhì
1003,RSH1-L32,智,wisdom,zhì,zhì
1004,RSH1-L32,矛,spear,máo,máo
1005,RSH1-L32,柔,gentle,róu,róu
1006,RSH1-L32,揉,knead,róu,róu
1007,RSH1-L32,予,bestow,yǔ,yú|yǔ
1008,RSH1-L32,序,preface,xù,xù
1009,RSH1-L32,预,beforehand,yù,yù
1010,RSH1-L32,野,wild,yě,yě
1011,RSH1-L32,班,class,bān,bān
1012,RSH1-L32,临,be about to,lín,lín
1013,RSH1-L32,坚,firm,jiān,jiān
1014,RSH1-L32,贤,worthy,xián,xián
1015,RSH1-L32,弓,bow,gōng,gōng
1016,RSH1-L32,引,draw,yǐn,yǐn
1017,RSH1-L32,弥,fill,mí,mí
1018,RSH1-L32,强,strong,qiáng,qiáng|jiàng|qiǎng
1019,RSH1-L32,弱,weak,ruò,ruò
1020,RSH1-L32,单,list,dān,dān|chán|Shàn
1021,RSH1-L32,弹,bullet,dàn,dàn|tán
1022,RSH1-L32,费,expense,fèi,fèi
1023,RSH1-L32,佛,Buddha,fó,fú|Fó
1024,RSH1-L32,弟,younger brother,dì,dì|tì
1025,RSH1-L32,第,No.,dì,dì
1026,RSH1-L32,巧,adroit,qiǎo,qiǎo
1027,RSH1-L32,号,appellation,hào,hào|háo
1028,RSH1-L33,身,somebody,shēn,shēn
1029,RSH1-L33,射,shoot,shè,shè
1030,RSH1-L33,谢,thank,xiè,xiè
1031,RSH1-L33,老,old man,lǎo,lǎo
1032,RSH1-L33,考,take an exam,kǎo,kǎo
1033,RSH1-L33,烤,roast,kǎo,kǎo
1034,RSH1-L33,与,offer,yǔ,yǔ|yù|yú
1035,RSH1-L33,写,write,xiě,xiě|xiè
1036,RSH1-L33,泻,diarrhea,xiè,xiè
1037,RSH1-L33,孝,filial piety,xiào,xiào
1038,RSH1-L33,教,teach,jiāo,jiāo|jiào
1039,RSH1-L33,者,someone,zhě,zhě
1040,RSH1-L33,著,author,zhù,zhe|zháo|zhāo|zhuó|zhù
1041,RSH1-L33,猪,pig,zhū,zhū
1042,RSH1-L33,追,chase,zhuī,zhuī
1043,RSH1-L33,官,bureaucrat,guān,guān
1044,RSH1-L33,管,pipe,guǎn,guǎn
1045,RSH1-L33,父,father,fù,fù|fǔ
1046,RSH1-L33,交,mingle,jiāo,jiāo
1047,RSH1-L33,效,effect,xiào,xiào
1048,RSH1-L33,较,relatively,jiào,jiào|jiǎo
1049,RSH1-L33,校,school,xiào,xiào|jiào
1050,RSH1-L33,足,lower leg,zú,zú
1051,RSH1-L33,跑,run,pǎo,pǎo|páo
1052,RSH1-L33,跳,jump,tiào,tiào
1053,RSH1-L33,路,path,lù,lù
1054,RSH1-L33,露,dew,lù,lù|lòu
1055,RSH1-L33,骨,skeleton,gǔ,gǔ|gū
1056,RSH1-L33,滑,slippery,huá,huá
1057,RSH1-L34,阿,Apollo,ā,ā|ē
1058,RSH1-L34,啊,aah!,ā,a|ā|á|ǎ|à
1059,RSH1-L34,随,as you wish,suí,suí
1060,RSH1-L34,阳,Yang,yáng,yáng
1061,RSH1-L34,阴,Yin,yīn,yīn
1062,RSH1-L34,荫,shady,yìn,yìn|yīn
1063,RSH1-L34,防,ward off,fáng,fáng
1064,RSH1-L34,附,attach,fù,fù
1065,RSH1-L34,际,occasion,jì,jì
1066,RSH1-L34,阶,stairs,jiē,jiē
1067,RSH1-L34,院,Inst.,yuàn,yuàn
1068,RSH1-L34,阵,battle formation,zhèn,zhèn
1069,RSH1-L34,队,team,duì,duì
1070,RSH1-L34,坠,plunge,zhuì,zhuì
1071,RSH1-L34,降,descend,jiàng,jiàng|xiáng
1072,RSH1-L34,穴,hole,xué,xué
1073,RSH1-L34,究,research,jiū,jiū
1074,RSH1-L34,突,abruptly,tū,tū
1075,RSH1-L34,空,empty,kōng,kōng|kòng
1076,RSH1-L34,控,control,kòng,kòng
1077,RSH1-L34,深,deep,shēn,shēn
1078,RSH1-L34,探,spy,tàn,tàn
1079,RSH1-L34,丘,hill,qiū,qiū
1080,RSH1-L34,兵,troops,bīng,bīng
1081,RSH1-L35,丝,silk,sī,sī
1082,RSH1-L35,织,weave,zhī,zhī
1083,RSH1-L35,线,line,xiàn,xiàn
1084,RSH1-L35,维,maintain,wéi,wéi
1085,RSH1-L35,统,continuum,tǒng,tǒng
1086,RSH1-L35,给,give,gěi,gěi|jǐ
1087,RSH1-L35,结,tie,jié,jié|jiē
1088,RSH1-L35,终,end,zhōng,zhōng
1089,RSH1-L35,级,rank,jí,jí
1090,RSH1-L35,纪,epoch,jì,jì
1091,RSH1-L35,红,red,hóng,hóng|gōng
1092,RSH1-L35,约,make an appointment,yuē,yuē|yāo
1093,RSH1-L35,细,fine,xì,xì
1094,RSH1-L35,纵,vertical,zòng,zòng
1095,RSH1-L35,绿,green,lǜ,lǜ|lù
1096,RSH1-L35,经,scripture,jīng,jīng
1097,RSH1-L35,轻,lightweight,qīng,qīng
1098,RSH1-L35,续,continue,xù,xù
1099,RSH1-L35,继,carry on,jì,jì
1100,RSH1-L35,药,medicine,yào,yào
